FID,geom,nid,kind,street,plz,city,description,created_at,url
MRN_mundraub_4326_Point.389,POINT (8.366636037827 49.37528993711),94481,Kirsche,Kestenbergerweg,67105,Schifferstadt,Baumnummer: 5888 Wildkirsche mit sehr kleinen leckeren Früchten Reif: ab Mitte Juni,2021-06-16 11:09:00,https://mundraub.org/node/94481
MRN_mundraub_4326_Point.390,POINT (8.366727232933 49.3754121843),94479,Kirsche,Kestenbergerweg,67105,Schifferstadt,Baumnummer: 5889 Wildkirsche mit sehr kleinen leckeren Früchten Reif: ab Mitte Juni,2021-06-16 11:08:00,https://mundraub.org/node/94479
MRN_mundraub_4326_Point.391,POINT (8.366775512695 49.375478546933),94478,Kirsche,Kestenbergerweg,67105,Schifferstadt,Baumnummer: 5890 Wildkirsche mit sehr kleinen leckeren Früchten Reif: ab Mitte Juni,2021-06-16 11:07:00,https://mundraub.org/node/94478
MRN_mundraub_4326_Point.392,POINT (8.336069583893 49.375485532469),85540,Haselnuss,Stümpfenweg,67459,Böhl-Iggelheim,auf der Wiese am Niederwiesenweiher stehen einige Bäume aber nur ein Haselnussbaum. Ende September lagen alle Nüsse unten. Auf dem Bild ist das der Baum in der Mitte.,2019-12-20 18:36:00,https://mundraub.org/node/85540
MRN_mundraub_4326_Point.393,POINT (8.661664724405 49.375565593019),112813,Haselnuss,Susanne-Pfisterer-Straße,69124,Heidelberg,Sowohl in der Susanne-Pfisterer-Straße als auch in der westlich kreuzenden Gertrude-von-Ubisch-Straße stehen einige junge Baumhaseln,2022-12-01 17:14:00,https://mundraub.org/node/112813
MRN_mundraub_4326_Point.394,POINT (8.366893529892 49.375632228477),94477,Kirsche,Kestenbergerweg,67105,Schifferstadt,Baumnummer: 5891 Wildkirsche mit sehr kleinen leckeren Früchten Reif: ab Mitte Juni,2021-06-16 11:05:00,https://mundraub.org/node/94477
MRN_mundraub_4326_Point.395,POINT (8.663411736488 49.375685274693),78102,Apfel,Am Dorf,69124,Heidelberg,Mittelgroße äpfel Grün. Frei zugänglich,2018-08-19 10:50:00,https://mundraub.org/node/78102
MRN_mundraub_4326_Point.396,POINT (8.379853963852 49.375702083565),96541,Pflaume,Laurentiusstraße,67105,Schifferstadt,Pflaumenbaum Reif: ab Mitte Juli,2021-08-06 20:32:00,https://mundraub.org/node/96541
MRN_mundraub_4326_Point.397,POINT (8.666574060917 49.375791366955),115084,Brombeere,Unbekannt,Unbekannt,,an der Ecke des kleinen Parks wächst ein Brombeerstrauch,2023-06-26 21:38:00,https://mundraub.org/node/115084
MRN_mundraub_4326_Point.398,POINT (8.66327226162 49.375894839434),78105,Pflaume,Ernst-Rehm-Straße,69124,Heidelberg,Öffentlich zugänglich von privat für jeden  sehr nette Besitzer!,2018-08-19 12:57:00,https://mundraub.org/node/78105
MRN_mundraub_4326_Point.399,POINT (8.169427961111 49.376096542074),99661,Apfel,Unbekannt,Unbekannt,,Kostenlose Apfelernte,2021-09-16 08:36:00,https://mundraub.org/node/99661
MRN_mundraub_4326_Point.400,POINT (8.675122261047 49.37626790612),9982,Brombeere,Unbekannt,69124,Heidelberg,den Weg entlang der Gleisen,2013-12-15 15:04:00,https://mundraub.org/node/9982
MRN_mundraub_4326_Point.401,POINT (8.570859432221 49.377004862766),11502,Mirabelle,Unbekannt,68723,Schwetzingen,rote sowie gelbe Mirabellen,2014-07-12 19:38:00,https://mundraub.org/node/11502
MRN_mundraub_4326_Point.402,POINT (8.570709228516 49.377148061591),11503,Brombeere,Unbekannt,68723,Schwetzingen,-,2014-07-12 19:39:00,https://mundraub.org/node/11503
MRN_mundraub_4326_Point.403,POINT (8.441255092621 49.379299486388),11593,Mirabelle,Unbekannt,67166,Otterstadt,Am Fuss-/Fahradweg neben der Strasse mehrere Bäume mit Mirabellen. Eine kleine Leiter wäre von Vorteil weil Hanglage.,2014-07-15 22:03:00,https://mundraub.org/node/11593
MRN_mundraub_4326_Point.404,POINT (8.697658181191 49.379427617178),28077,Esskastanie,Unbekannt,69126,Heidelberg,Letzter Fund reifer Früchte Ende Oktober '16,2016-11-01 16:44:00,https://mundraub.org/node/28077
MRN_mundraub_4326_Point.405,POINT (8.672134280205 49.379812880659),103490,Haselnuss,Seewiesenweg,69124,Baden-Württemberg,In diesem Park sind zwei Haselnusssträucher zu finden: Einmal zwischen Spielplatz und Seewiesenweg und einmal auf der anderen Seite des Parks an der Mauer,2022-06-22 14:59:00,https://mundraub.org/node/103490
MRN_mundraub_4326_Point.406,POINT (8.803453892469 49.379875744895),91360,Haselnuss,Unbekannt,Unbekannt,,Auf dem Spielplatz steht ein schöner Haselstrauch,2020-10-22 11:00:00,https://mundraub.org/node/91360
MRN_mundraub_4326_Point.407,POINT (8.437414169312 49.381367000691),82438,Kirsche,L 534,67165,Waldsee,Mehrere Kirschbäume nach dem Ortsausgang von Waldsee,2019-06-27 13:36:00,https://mundraub.org/node/82438
MRN_mundraub_4326_Point.408,POINT (8.685840032995 49.382306651953),116996,Kirsche,Unbekannt,Unbekannt,,Kirschbaum im Gøndyrpark,2023-08-11 17:57:00,https://mundraub.org/node/116996
MRN_mundraub_4326_Point.409,POINT (8.679381608963 49.382334371938),11158,Haselnuss,Unbekannt,69124,Heidelberg,Drei dicke Haselnussbaeume am Rande eine netten Spielplatzes.,2014-06-25 10:31:00,https://mundraub.org/node/11158
MRN_mundraub_4326_Point.410,POINT (8.675680160523 49.382889641415),17256,Brombeere,Unbekannt,69124,Heidelberg,Entlang des Weges befinden sich unzählige Brombeersträucher die viele Früchte tragen. Man muss lediglich auf vorbeifahrende Farradfahrer und Farzeuge achten.,2014-11-08 15:05:00,https://mundraub.org/node/17256
MRN_mundraub_4326_Point.411,POINT (8.389992713928 49.384220167273),96540,Pflaume,Waldseer Straße,67105,Schifferstadt,Baumnummer: 874 Pflaumenbaum Reif: ab Mitte Juli,2021-08-06 20:30:00,https://mundraub.org/node/96540
MRN_mundraub_4326_Point.412,POINT (8.92814040184 49.384222029722),91971,Andere Kräuter,Unbekannt,Unbekannt,,Spitzwegerich auf einer naturbelassenen Wiese wir stellen daraus Hustensirup und Salbe her,2021-01-06 09:24:00,https://mundraub.org/node/91971
MRN_mundraub_4326_Point.413,POINT (8.662365674973 49.384530967334),16340,Birne,Unbekannt,69124,Heidelberg,dieser große frei stehende Baum liefert jedes Jahr sehr wohlschmeckendes Fallobst.,2014-09-22 19:33:00,https://mundraub.org/node/16340
MRN_mundraub_4326_Point.414,POINT (8.388147354126 49.384855733838),94535,Kirsche,Max-Slevogt-Straße,67105,Schifferstadt,Baumnummer: 861 Wildkirsche sehr kleine leicht saure Früchte Reif: ab Mitte Juni,2021-06-17 12:57:00,https://mundraub.org/node/94535
MRN_mundraub_4326_Point.415,POINT (8.387970328331 49.384876686442),94536,Kirsche,Max-Slevogt-Straße,67105,Schifferstadt,Baumnummer: 862 Wildkirsche sehr kleine leicht saure Früchte Reif: ab Mitte Juni,2021-06-17 12:59:00,https://mundraub.org/node/94536
MRN_mundraub_4326_Point.416,POINT (8.387567996979 49.384890654839),94538,Kirsche,Max-Slevogt-Straße,67105,Schifferstadt,Baumnummer: 864 Wildkirsche sehr kleine leicht saure Früchte Reif: ab Mitte Juni,2021-06-17 13:01:00,https://mundraub.org/node/94538
MRN_mundraub_4326_Point.417,POINT (8.387777209282 49.384890654839),94537,Kirsche,Max-Slevogt-Straße,67105,Schifferstadt,Baumnummer: 863 Wildkirsche sehr kleine leicht saure Früchte Reif: ab Mitte Juni,2021-06-17 13:00:00,https://mundraub.org/node/94537
MRN_mundraub_4326_Point.418,POINT (8.66190969944 49.384918591623),21204,Apfel,Unbekannt,69124,Heidelberg,Unterschiedliche Sorten wenige Jahre alt. Einige Äpfel erinnern an Klaräpfel andere sind ganz klein mit roten Längsstreifen.,2015-09-11 12:32:00,https://mundraub.org/node/21204
MRN_mundraub_4326_Point.419,POINT (8.387460708618 49.385002401878),94539,Kirsche,Max-Slevogt-Straße,67105,Schifferstadt,Baumnummer: 865 Wildkirsche sehr kleine leicht saure Früchte Reif: ab Mitte Juni,2021-06-17 13:03:00,https://mundraub.org/node/94539
MRN_mundraub_4326_Point.420,POINT (8.390180468559 49.385079227819),96666,Birne,Waldseer Straße,67105,Schifferstadt,sehr junge Birnbäume,2021-08-08 11:34:00,https://mundraub.org/node/96666
MRN_mundraub_4326_Point.421,POINT (8.387466073036 49.385096688244),94540,Kirsche,Max-Slevogt-Straße,67105,Schifferstadt,Baumnummer: 866 Wildkirsche sehr kleine leicht saure Früchte Reif: ab Mitte Juni,2021-06-17 13:03:00,https://mundraub.org/node/94540
MRN_mundraub_4326_Point.422,POINT (8.704943060875 49.38520145066),90810,Walnuss,Bierhelderhofweg,69117,Heidelberg,Walnuss-Allee direkt am Wegrand  könnte jedoch zum Hof gehören! Auf der Straße auflesen müsste aber in Ordnung sein (Vorsicht schnelle Autos).,2020-10-08 20:44:00,https://mundraub.org/node/90810
MRN_mundraub_4326_Point.423,POINT (8.390191197395 49.385222403117),96667,Birne,Rehhofstraße,67105,Schifferstadt,Birnbaum mit einer Vielzahl von Früchten,2021-08-08 11:35:00,https://mundraub.org/node/96667
MRN_mundraub_4326_Point.424,POINT (8.3900141716 49.385725259392),96668,Birne,Rehhofstraße,67105,Schifferstadt,Baumnummer: 215 und 216,2021-08-08 11:36:00,https://mundraub.org/node/96668
MRN_mundraub_4326_Point.425,POINT (8.387621641159 49.385746211625),94541,Kirsche,Max-Slevogt-Straße,67105,Schifferstadt,Baumnummer: 872 Wildkirsche sehr kleine leckere Früchte Reif: ab Mitte Juni,2021-06-17 13:04:00,https://mundraub.org/node/94541
MRN_mundraub_4326_Point.426,POINT (8.389955163002 49.385903353089),96669,Birne,Rehhofstraße,67105,Schifferstadt,Baumnummer: 230,2021-08-08 11:38:00,https://mundraub.org/node/96669
MRN_mundraub_4326_Point.427,POINT (8.382176756859 49.386123350294),94741,Kirsche,Baumgartenweg,67105,Schifferstadt,Baumnummer: 932 Wildkirsche mit leckeren kleinen Früchten reif ab Mitte Juni,2021-06-26 11:45:00,https://mundraub.org/node/94741
MRN_mundraub_4326_Point.428,POINT (8.36398601532 49.386165254412),100715,Haselnuss,Mühlstraße,67105,Schifferstadt,mehrere Haselnussbäume entlang der Mühlstraße teils ohne sichtbare Baumnummern,2021-10-10 08:58:00,https://mundraub.org/node/100715
MRN_mundraub_4326_Point.429,POINT (8.38985323906 49.386172238428),96670,Birne,Rehhofstraße,67105,Schifferstadt,Baumnummer: 219 und 220,2021-08-08 11:39:00,https://mundraub.org/node/96670
MRN_mundraub_4326_Point.430,POINT (8.381720781326 49.386256046545),94188,Kirsche,Baumgartenweg,67105,Schifferstadt,Baumnummer: 927 am Spielplatz Baumgartenweg  Wildkirsche mit kleinen leicht sauren Kirschen reif ab Mitte Juni,2021-05-29 10:11:00,https://mundraub.org/node/94188
MRN_mundraub_4326_Point.431,POINT (8.382503986359 49.386283982552),99581,Walnuss,Baumgartenweg,67105,Schifferstadt,Baumnummer: 917 erste Nüsse reif ab Ende August,2021-09-13 20:01:00,https://mundraub.org/node/99581
MRN_mundraub_4326_Point.432,POINT (8.382890224457 49.386514454004),99580,Walnuss,Baumgartenweg,67105,Schifferstadt,Baumnummer: 916 erste Nüsse reif ab Ende August,2021-09-13 19:59:00,https://mundraub.org/node/99580
MRN_mundraub_4326_Point.433,POINT (8.561568260193 49.386571024253),114116,Bärlauch,Chinesische Brücke,68723,Schwetzingen,sehr große Mengen jedes Jahr wird geduldet zu ernten,2023-05-08 18:38:00,https://mundraub.org/node/114116
MRN_mundraub_4326_Point.434,POINT (8.381795883179 49.38704523263),96558,Birne,Silcherstraße,67105,Schifferstadt,zwei junge Birnbäume,2021-08-07 10:17:00,https://mundraub.org/node/96558
MRN_mundraub_4326_Point.435,POINT (8.381618857384 49.387055708466),99579,Walnuss,Silcherstraße,67105,Schifferstadt,Baumnummer: 952 erste Nüsse reif ab Ende August,2021-09-13 19:58:00,https://mundraub.org/node/99579
MRN_mundraub_4326_Point.436,POINT (8.382182121277 49.387077358564),94187,Kirsche,Otto-Dix-Straße,67105,Schifferstadt,Baumnummer 950: Süßkirsche Silcherstraße Kreuzung Otto-Dix-Straße  Wildkirsche mit kleinen leicht sauren Kirschen reif ab Mitte Juni,2021-05-29 10:01:00,https://mundraub.org/node/94187
MRN_mundraub_4326_Point.437,POINT (8.666887879372 49.38765282744),26978,Walnuss,Unbekannt,69124,Heidelberg,Unbekannt,2016-09-23 15:42:00,https://mundraub.org/node/26978
MRN_mundraub_4326_Point.438,POINT (8.389268517494 49.387795995238),96561,Birne,Rehhofstraße,67105,Schifferstadt,Baumnummer: 235,2021-08-07 10:22:00,https://mundraub.org/node/96561
MRN_mundraub_4326_Point.439,POINT (8.386977910996 49.38782742226),99583,Walnuss,Emy-Roeder-Straße,67105,Schifferstadt,Baumnummer: 3625 erste Nüsse reif ab Ende August,2021-09-13 20:04:00,https://mundraub.org/node/99583
MRN_mundraub_4326_Point.440,POINT (8.386988639832 49.387865833037),95052,Walnuss,Emy-Roeder-Straße,67105,Schifferstadt,Baumnummer: 3626 Walnussbaum,2021-07-10 11:01:00,https://mundraub.org/node/95052
MRN_mundraub_4326_Point.441,POINT (8.389241695404 49.387900751899),96560,Birne,Rehhofstraße,67105,Schifferstadt,Baumnummer: 236,2021-08-07 10:22:00,https://mundraub.org/node/96560
MRN_mundraub_4326_Point.442,POINT (8.388807177544 49.387907735668),95060,Kirsche,Otto-Dill-Straße,67105,Schifferstadt,Mehrere Wildkirschbäume mit kleinen Kirschen im teils höheren Gras  Reif: ab Mitte Juni,2021-07-10 11:16:00,https://mundraub.org/node/95060
MRN_mundraub_4326_Point.443,POINT (8.387197852135 49.387932178854),99582,Walnuss,Emy-Roeder-Straße,67105,Schifferstadt,Baumnummer: 3624 erste Nüsse reif ab Ende August,2021-09-13 20:02:00,https://mundraub.org/node/99582
MRN_mundraub_4326_Point.444,POINT (8.386806249619 49.387998524581),94189,Kirsche,Max-Liebermann-Straße,67105,Schifferstadt,Baumnummer: 3619 Nähe Käthe-Kollwitz-Platz direkt hinter der Kita Großer Garten  Wildkirsche mit kleinen leicht sauren Kirschen reif ab Mitte Juni,2021-05-29 10:16:00,https://mundraub.org/node/94189
MRN_mundraub_4326_Point.445,POINT (8.386763334274 49.388001376224),94390,Maulbeere,Max-Liebermann-Straße,67105,Schifferstadt,Baumnummer: 3618 leckere süße Früchte (sehen aus wie Brombeeren) reif ab Anfang Juni,2021-06-13 10:21:00,https://mundraub.org/node/94390
MRN_mundraub_4326_Point.446,POINT (8.387283682823 49.388002016459),99584,Walnuss,Emy-Roeder-Straße,67105,Schifferstadt,Baumnummer: 3623 erste Nüsse reif ab Ende August,2021-09-13 20:07:00,https://mundraub.org/node/99584
MRN_mundraub_4326_Point.447,POINT (8.39915111661 49.388141691372),94212,Kirsche,Waldseer Straße,67105,Schifferstadt,Wildkirsche: Baum steht am Hang zur Deponie hin kleine leicht saure Früchte reif ab Mitte Juni,2021-05-30 12:34:00,https://mundraub.org/node/94212
MRN_mundraub_4326_Point.448,POINT (8.387621641159 49.388190577497),99585,Walnuss,Emy-Roeder-Straße,67105,Schifferstadt,Baumnummer: 3664 erste Nüsse reif ab Ende August,2021-09-13 20:08:00,https://mundraub.org/node/99585
MRN_mundraub_4326_Point.449,POINT (8.387739658356 49.388232479852),99586,Walnuss,Emy-Roeder-Straße,67105,Schifferstadt,Baumnummer: 3663 erste Nüsse reif ab Ende August,2021-09-13 20:09:00,https://mundraub.org/node/99586
MRN_mundraub_4326_Point.450,POINT (8.657167553902 49.388260414735),96792,Brombeere,Oftersheimer Weg,69124,Heidelberg,Mehrere Brombeersträuche teilweise sehr weit oben manche aber gut zu erreichen.,2021-08-08 16:54:00,https://mundraub.org/node/96792
MRN_mundraub_4326_Point.451,POINT (8.387911319733 49.388333743728),99587,Walnuss,Emy-Roeder-Straße,67105,Schifferstadt,Baumnummer: 3662 erste Nüsse reif ab Ende August,2021-09-13 20:10:00,https://mundraub.org/node/99587
MRN_mundraub_4326_Point.452,POINT (8.38750898838 49.388417548158),96557,Pflaume,Max-Liebermann-Straße,67105,Schifferstadt,Baumnummer: 7499 Reif: ab Mitte Juli,2021-08-07 10:16:00,https://mundraub.org/node/96557
MRN_mundraub_4326_Point.453,POINT (8.3881098032 49.388421040006),99588,Walnuss,Emy-Roeder-Straße,67105,Schifferstadt,Baumnummer: 3661 erste Nüsse reif ab Ende August,2021-09-13 20:11:00,https://mundraub.org/node/99588
MRN_mundraub_4326_Point.454,POINT (8.388184905052 49.388469925853),99589,Walnuss,Emy-Roeder-Straße,67105,Schifferstadt,Baumnummer: 3660 erste Nüsse reif ab Ende August,2021-09-13 20:12:00,https://mundraub.org/node/99589
MRN_mundraub_4326_Point.455,POINT (8.388249278069 49.388494368759),99590,Walnuss,Emy-Roeder-Straße,67105,Schifferstadt,Baumnummer: 3659 erste Nüsse reif ab Ende August,2021-09-13 20:13:00,https://mundraub.org/node/99590
MRN_mundraub_4326_Point.456,POINT (8.388324379921 49.388508336128),99591,Walnuss,Emy-Roeder-Straße,67105,Schifferstadt,Baumnummer: 3658 erste Nüsse reif ab Ende August,2021-09-13 20:14:00,https://mundraub.org/node/99591
MRN_mundraub_4326_Point.457,POINT (8.388383388519 49.388508336128),99592,Walnuss,Emy-Roeder-Straße,67105,Schifferstadt,Baumnummer: 3657 erste Nüsse reif ab Ende August,2021-09-13 20:15:00,https://mundraub.org/node/99592
MRN_mundraub_4326_Point.458,POINT (8.388667702675 49.388522303493),94389,Kirsche,Emy-Roeder-Straße,67105,Schifferstadt,Kulturkirsche mit großen dunkelroten leckeren sehr süßen Kirschen Reif: Ende Mai/Anfang Juni,2021-06-13 10:12:00,https://mundraub.org/node/94389
MRN_mundraub_4326_Point.459,POINT (8.388496041298 49.388609599436),94190,Kirsche,Emy-Roeder-Straße,67105,Schifferstadt,Baumnummer: 3656 zwischen Emy-Röder-Spielplatz und Bolzplatz  große süße und super leckere Kulturkirschen reif ab Mitte/Ende Juni,2021-05-29 10:22:00,https://mundraub.org/node/94190
MRN_mundraub_4326_Point.460,POINT (8.388372659683 49.388616583105),99593,Walnuss,Emy-Roeder-Straße,67105,Schifferstadt,Baumnummer: 3655 erste Nüsse reif ab Ende August,2021-09-13 20:17:00,https://mundraub.org/node/99593
MRN_mundraub_4326_Point.461,POINT (8.607423305512 49.388658485096),74708,Kirsche,Alter Heidelberger Weg,68723,Plankstadt,Kirsche Renaiclauden (saure Mirabellen) Hagebutten (?) am ganzen alten Gleis entlang. Ein Kirschbaum der besser zugänglich ist ist dafür irgendwie etwas bitter. Es gibt weiter östlich auch noch einen sehr süßen Kirschbaum. Für die meisten ist eine Leiter empfehlenswert allerdings handelt es sich um wilde Steinkirschen da ist halt nicht so viel dran.,2017-09-22 16:47:00,https://mundraub.org/node/74708
MRN_mundraub_4326_Point.462,POINT (9.016578197479 49.388717846189),101617,Apfel,Zwingenberger Straße,74867,Neckarkatzenbach,Mehrere Apfelbäume verschiedener Sorten in einer Reihe,2021-12-03 11:08:00,https://mundraub.org/node/101617
MRN_mundraub_4326_Point.463,POINT (8.39026093483 49.388763239918),95061,Kirsche,Rehhofstraße,67105,Schifferstadt,Mehrere Wildkirschbäume entlang des Quodgrabens gegenüber der Streuobstwiese,2021-07-10 11:19:00,https://mundraub.org/node/95061
MRN_mundraub_4326_Point.464,POINT (8.388388752937 49.388840059979),94391,Maulbeere,Emy-Roeder-Straße,67105,Schifferstadt,Baumnummer: 3675 kleine süße brombeerartige Früchte reif ab Anfang Juni,2021-06-13 10:24:00,https://mundraub.org/node/94391
MRN_mundraub_4326_Point.465,POINT (8.388893008232 49.388843551797),96559,Birne,Rehhofstraße,67105,Schifferstadt,Baumnummern: 246 - 253 mehrere Birnbäume entlang der Rehofstraße,2021-08-07 10:20:00,https://mundraub.org/node/96559
MRN_mundraub_4326_Point.466,POINT (8.387541174889 49.388920371732),95056,Brombeere,Paul-Egell-Straße,67105,Schifferstadt,einige Brombeersträucher am Wegesrand direkt um die Brücke herum  auch wenn der Fuchsbandwurm sehr selten ist empfiehlt es sich Brombeeren vor allem über Kniehöhe zu ernten,2021-07-10 11:06:00,https://mundraub.org/node/95056
MRN_mundraub_4326_Point.467,POINT (8.696794509888 49.389007666967),74863,Esskastanie,Ameisenbuckelweg,69117,Heidelberg,An nahezu allen Waldwegen am Hang finden sich reiche Maronen.,2017-09-29 16:51:00,https://mundraub.org/node/74863
MRN_mundraub_4326_Point.468,POINT (8.708553314209 49.389022827148),3623,Esskastanie,Unbekannt,69126,Heidelberg,direkt an der Bushaltestelle,2011-07-25 19:45:00,https://mundraub.org/node/3623
MRN_mundraub_4326_Point.469,POINT (8.388410210609 49.389060044034),94735,Kirsche,Paul-Egell-Straße,67105,Schifferstadt,Baumnummer: 3699 Wildkirsche kleine dunkelrote süße Früchte reif: ab Mitte Juni,2021-06-26 08:58:00,https://mundraub.org/node/94735
MRN_mundraub_4326_Point.470,POINT (8.385969400406 49.389231142062),94743,Kirsche,Otto-Ditscher-Straße,67105,Schifferstadt,Baumnummer: 3779 Wildkirsche mit leckeren kleinen Früchten reif ab Mitte Juni,2021-06-26 11:48:00,https://mundraub.org/node/94743
MRN_mundraub_4326_Point.471,POINT (8.386865258217 49.389311453176),95059,Kirsche,Otto-Ditscher-Straße,67105,Schifferstadt,Baumnummer: 3836 zwei Wildkirschbäume einer mit kleinen gelblichen Früchten  der andere trägt kleine tiefrote Früchte  Reif ab Mitte Juni,2021-07-10 11:13:00,https://mundraub.org/node/95059
MRN_mundraub_4326_Point.472,POINT (8.386409282684 49.389314944961),94739,Maulbeere,Otto-Ditscher-Straße,67105,Schifferstadt,Baumnummer: 3826 und 3828 zwei Maulbeeren leckere brombeerartige Früchte reif: ab Mitte Juni,2021-06-26 09:06:00,https://mundraub.org/node/94739
MRN_mundraub_4326_Point.473,POINT (8.386752605438 49.389356846357),95054,Brombeere,Otto-Ditscher-Straße,67105,Schifferstadt,einige Brombeersträucher am Wegesrand  auch wenn der Fuchsbandwurm sehr selten ist empfiehlt es sich Brombeeren vor allem über Kniehöhe zu ernten  Reif ab Mitte Juli,2021-07-10 11:04:00,https://mundraub.org/node/95054
MRN_mundraub_4326_Point.474,POINT (8.386816978455 49.389374305261),94742,Kirsche,Thomas-Nast-Straße,67105,Schifferstadt,Baumnummer: ohne Wildkirsche mit leckeren kleinen Früchten reif ab Mitte Juni,2021-06-26 11:47:00,https://mundraub.org/node/94742
MRN_mundraub_4326_Point.475,POINT (8.386580944061 49.389412714829),99594,Walnuss,Otto-Ditscher-Straße,67105,Schifferstadt,drei Walnussbäume erste Nüsse reif ab Ende August,2021-09-13 20:18:00,https://mundraub.org/node/99594
MRN_mundraub_4326_Point.476,POINT (8.612798452377 49.389419698383),74709,Kirsche,Alter Heidelberger Weg,69214,Eppelheim,kleine aber sehr süße Steinkirschen,2017-09-22 16:48:00,https://mundraub.org/node/74709
MRN_mundraub_4326_Point.477,POINT (8.653653860092 49.389548893963),96791,Birne,Unbekannt,69124,Heidelberg,Direkt am Altglascontainer,2021-08-08 16:53:00,https://mundraub.org/node/96791
MRN_mundraub_4326_Point.478,POINT (9.017200469971 49.389552385731),101618,Birne,Zwingenberger Straße,74867,Neckarkatzenbach,Ein großer Birnenbaum direkt an der Straße.,2021-12-03 11:10:00,https://mundraub.org/node/101618
MRN_mundraub_4326_Point.479,POINT (8.653664588928 49.389566352799),96790,Mirabelle,Unbekannt,69124,Heidelberg,Direkt am Altglascontainer,2021-08-08 16:53:00,https://mundraub.org/node/96790
MRN_mundraub_4326_Point.480,POINT (8.693318367004 49.389803792354),28288,Walnuss,Unbekannt,69126,Heidelberg,Hab da im Sommer Walnüsse gefunden,2016-12-02 15:25:00,https://mundraub.org/node/28288
MRN_mundraub_4326_Point.481,POINT (8.6670561 49.3899702),118722,Esskastanie,Unbekannt,Unbekannt,,Auf dem Spielplatz...,2023-09-19 18:59:00,https://mundraub.org/node/118722
MRN_mundraub_4326_Point.482,POINT (8.667504787445 49.38998885474),26979,Walnuss,Unbekannt,69124,Heidelberg,Unbekannt,2016-09-23 15:47:00,https://mundraub.org/node/26979
MRN_mundraub_4326_Point.483,POINT (8.382359147072 49.390554512807),96543,Holunder,Liegnitzer Straße,67105,Schifferstadt,Baumnummer: 1438 und 1439  zwei Holunderbäume,2021-08-06 20:34:00,https://mundraub.org/node/96543
MRN_mundraub_4326_Point.484,POINT (8.795778751373 49.390725605631),24352,Brombeere,Alter Bammentaler Weg,Unbekannt,Neckargemünd,"Zwischen der Straße ""Alter Bammentaler Weg"" und den Bahngleisen wachsen im Abschnitt zwischen der Bahnunterführung und dem Wanderparkplatz reichlich Brombeeren die von der Straße aus bequem und ungefährlich zugänglich sind.",2016-06-19 23:08:00,https://mundraub.org/node/24352
MRN_mundraub_4326_Point.485,POINT (8.375782370567 49.390774489185),94736,Kirsche,An den Bleichwiesen,67105,Schifferstadt,Baumnummer: 5145 Wildkirsche kleine süße Früchte reif: ab Mitte Juni,2021-06-26 09:01:00,https://mundraub.org/node/94736
MRN_mundraub_4326_Point.486,POINT (8.514297008514 49.391046839527),116922,Brombeere,Kollerstraße,68782,Brühl,Viele Brombeeren direkt am Weg,2023-08-10 11:54:00,https://mundraub.org/node/116922
MRN_mundraub_4326_Point.487,POINT (8.677128553391 49.391218694434),83420,Walnuss,Hardtstraße,69124,Heidelberg,Rund um den Messplatz gibt es Walnussbäume,2019-08-14 21:22:00,https://mundraub.org/node/83420
MRN_mundraub_4326_Point.488,POINT (8.513368964195 49.391622960273),116923,Brombeere,Kollerstraße,68782,Brühl,Viele Brombeeren direkt am Weg,2023-08-10 11:54:00,https://mundraub.org/node/116923
MRN_mundraub_4326_Point.489,POINT (8.651261329651 49.392038461346),96798,Pflaume,Baumschulenweg,69124,Heidelberg,Hier wächst eine Kirschpflaume über den Zaun hinweg Erntereif etwa Mitte Juli,2021-08-08 17:03:00,https://mundraub.org/node/96798
MRN_mundraub_4326_Point.490,POINT (8.791998513043 49.39216437668),99657,Bärlauch,Unbekannt,Unbekannt,,Im Frühjahr reichlich zu finden. Wächst direkt am Wegrand im Wald.,2021-09-15 21:40:00,https://mundraub.org/node/99657
MRN_mundraub_4326_Point.491,POINT (8.382670283318 49.392195582684),94738,Kirsche,An den Bleichwiesen,67105,Schifferstadt,Baumnummer: 5417 Wildkirsche kleine dunkelrote süße Früchte reif: ab Mitte Juni,2021-06-26 09:04:00,https://mundraub.org/node/94738
MRN_mundraub_4326_Point.492,POINT (9.083251 49.392299),91716,Haselnuss,Unbekannt,Unbekannt,,Haselnussbaum an der Margaretenschlucht,2020-11-14 14:22:00,https://mundraub.org/node/91716
MRN_mundraub_4326_Point.493,POINT (8.511158823967 49.392335245674),116924,Brombeere,L 630,68782,Brühl,Viele Brombeeren direkt am Weg,2023-08-10 11:55:00,https://mundraub.org/node/116924
MRN_mundraub_4326_Point.494,POINT (8.640736341476 49.392471416707),104098,Brombeere,Leonie-Wild-Straße,69214,Eppelheim,Ganz ganz viele Brombeersträucher,2022-07-14 21:58:00,https://mundraub.org/node/104098
MRN_mundraub_4326_Point.495,POINT (8.677337646484 49.392475128174),3187,Kirsche,Unbekannt,69124,Heidelberg,In der Nähe des Messplatzes in Heidelberg/Kirchheim stehen mehrere Kirschbäume ohne Besitzer herum. Direkt daneben befinden sich schöne Schrebergärten wo man zwar nicht mundrauben darf aber wo sich ein Spaziergang immer lohnt. Folgt man der ehemaligen Bahntrasse dann Richtung Südstadt/Weststadt kann man auch noch ein paar Kirschbäume oder den ein oder anderen Himbeerstrauch finden.,2011-06-02 22:43:00,https://mundraub.org/node/3187
