FID,geom,nid,kind,street,plz,city,description,created_at,url
MRN_mundraub_4326_Point.1005,POINT (8.618693947792 49.523338410037),116918,Brombeere,Seeweg,68542,Heddesheim,Großer Brombeerstrauch an der Sitzgelegenheit,2023-08-10 11:41:00,https://mundraub.org/node/116918
MRN_mundraub_4326_Point.1006,POINT (8.3547270298 49.524073159048),22673,Walnuss,Mahlastraße,67227,Frankenthal (Pfalz),Auf dem Grünstreifen zwischen der Straße und dem Radweg stehen mehrere Nußbäume,2015-10-28 12:09:00,https://mundraub.org/node/22673
MRN_mundraub_4326_Point.1007,POINT (8.43748524785 49.524749353432),120994,Brombeere,Unbekannt,Unbekannt,,Auf der komplette Straßenseite sind für ca 1km mit Brombeerbüsche neben dem Fußweg,2024-02-19 13:52:00,https://mundraub.org/node/120994
MRN_mundraub_4326_Point.1008,POINT (8.507664240897 49.525155457312),117443,Maulbeere,Unbekannt,Unbekannt,,Hinter der Kirche steht eine schwarze Maulbeere.,2023-08-20 10:08:00,https://mundraub.org/node/117443
MRN_mundraub_4326_Point.1009,POINT (8.345972299576 49.525309323228),22675,Apfel,Brunckstraße,67227,Frankenthal (Pfalz),Der Apfelbaum steht gegenüber der Hausnummer 10 an einem kleinen Parkplatz. Die Äpfel sind sehr sauer aber zum Apfelmus kochen geeignet.,2015-10-28 12:16:00,https://mundraub.org/node/22675
MRN_mundraub_4326_Point.1010,POINT (8.17777633667 49.525862975361),120130,Walnuss,B 271,67273,Dackenheim,Weg parallel zur Bundesstraße alles voller Walnussbäume. Nur nicht die Golfspielflächen betreten! Die geschotterten Spazierwege dürfen auch von Nicht-Golfern begangen werden.,2023-10-24 00:14:00,https://mundraub.org/node/120130
MRN_mundraub_4326_Point.1011,POINT (8.65110039711 49.527484504555),26350,Kirsche,Unbekannt,69469,Weinheim,Steht auf einem Grundstück kann und darf von der Straße aus genascht werden,2016-09-06 01:23:00,https://mundraub.org/node/26350
MRN_mundraub_4326_Point.1012,POINT (8.500092029572 49.527959136062),96947,Mirabelle,Malvenweg,68305,Mannheim,Großer Baum mit vielen schmackhaften gelben Mirabellen direkt an dem dortigen Stadtbunker,2021-08-10 13:46:00,https://mundraub.org/node/96947
MRN_mundraub_4326_Point.1013,POINT (8.658224344254 49.530067335068),117794,Apfel,Südliche Bergstraße,69469,Weinheim,Gelbe-Band-Aktion Stadt Weinheim ca. 80 Obstbäume Äpfel - Seien Sie achtsam gegenüber der Natur und respektieren das Eigentum anderer. Gehen Sie behutsam mit den Obstbäumen um. - Ernten Sie nur was – ohne Benutzung von Leitern o.ä. – in Reichweite hängt oder lesen Sie die Früchte vom Boden auf. - Achten Sie beim Betreten der Obstwiese auf Bodenunebenheiten herumliegende Äste oder andere mögliche Gefahrenstellen. Die Stadt haftet nicht für eventuelle Schäden die durch den Verzehr der Früchte oder die Beerntung des Baumes entstehen. - Ernten Sie nur so viel wie Sie tatsächlich verbrauchen können. - Prüfen Sie ob das Obst noch gut ist. Lassen Sie sich von einer braunen Stelle nicht abschrecken. Diese können Sie einfach ausschneiden. Waschen Sie die Früchte vor dem Verzehr gründlich ab.,2023-08-29 09:12:00,https://mundraub.org/node/117794
MRN_mundraub_4326_Point.1014,POINT (8.516781739891 49.530950666557),100467,Esskastanie,Unbekannt,Unbekannt,,Viele Bäume am Wegesrand,2021-10-03 11:06:00,https://mundraub.org/node/100467
MRN_mundraub_4326_Point.1015,POINT (8.516781739891 49.530950666557),100468,Esskastanie,Unbekannt,Unbekannt,,Viele Bäume am Wegesrand,2021-10-03 11:06:00,https://mundraub.org/node/100468
MRN_mundraub_4326_Point.1016,POINT (8.523899316788 49.531631727141),22131,Esskastanie,Unbekannt,68305,Mannheim,Mehrere Esskastienbäume. Allerdings sind die Kastanien meist klein.,2015-10-05 18:29:00,https://mundraub.org/node/22131
MRN_mundraub_4326_Point.1017,POINT (8.360182642937 49.533522927379),10394,Andere Kräuter,Unbekannt,67227,Frankenthal (Pfalz),Salbeidirekt an einer gut befahrenen Straße,2014-04-04 09:44:00,https://mundraub.org/node/10394
MRN_mundraub_4326_Point.1018,POINT (8.459112277893 49.533580563088),5328,Pflaume,Unbekannt,Unbekannt,,Baum direkt am Fahrradweg!,2012-06-05 20:25:00,https://mundraub.org/node/5328
MRN_mundraub_4326_Point.1019,POINT (8.2814537 49.533878),103565,Mirabelle,Unbekannt,Unbekannt,,Leckere Mirabellen zum genesen,2022-06-26 12:59:00,https://mundraub.org/node/103565
MRN_mundraub_4326_Point.1020,POINT (8.2814637 49.5338922),103567,Walnuss,Unbekannt,Unbekannt,,Kleiner Baum,2022-06-26 13:03:00,https://mundraub.org/node/103567
MRN_mundraub_4326_Point.1021,POINT (8.281484 49.5339187),103566,Brombeere,Unbekannt,Unbekannt,,Viele Brombeere am Wegrandes,2022-06-26 13:02:00,https://mundraub.org/node/103566
MRN_mundraub_4326_Point.1022,POINT (8.379617929459 49.534971219731),10190,Mirabelle,Unbekannt,67227,Frankenthal (Pfalz),Kurz vor der Brücke auf der linken Seite.,2014-02-19 09:20:00,https://mundraub.org/node/10190
MRN_mundraub_4326_Point.1023,POINT (8.486166000366 49.53534721169),9461,Haselnuss,Unbekannt,68305,Mannheim,Hier und in den Nebenstraßen stehen immer mal wieder ein paar Haselnusssträucher. Suchen lohnt sich (einfach immer auf den Boden schauen :) ).,2013-10-13 01:44:00,https://mundraub.org/node/9461
MRN_mundraub_4326_Point.1024,POINT (8.6411169 49.536729),104150,Brombeere,Unbekannt,Unbekannt,,Mehrere Büsche am Zaun des Waidsees,2022-07-16 15:01:00,https://mundraub.org/node/104150
MRN_mundraub_4326_Point.1025,POINT (8.6410712 49.5367404),104151,Holunder,Unbekannt,Unbekannt,,Mehrere Sträucher entlang des Zauns am Waidsee,2022-07-16 15:02:00,https://mundraub.org/node/104151
MRN_mundraub_4326_Point.1026,POINT (8.405967950821 49.538027811274),10191,Mirabelle,Unbekannt,67069,Ludwigshafen am Rhein,Auf der großen Wiese links und rechts vom Feldweg sind mehrere Mirabellenbäume,2014-02-19 09:22:00,https://mundraub.org/node/10191
MRN_mundraub_4326_Point.1027,POINT (8.641691207886 49.538174021568),117793,Apfel,Marianne-Rihm-Straße,69469,Weinheim,Gelbe-Band-Aktion Stadt Weinheim ca. 80 Obstbäume Äpfel und Birnen - Seien Sie achtsam gegenüber der Natur und respektieren das Eigentum anderer. Gehen Sie behutsam mit den Obstbäumen um. - Ernten Sie nur was – ohne Benutzung von Leitern o.ä. – in Reichweite hängt oder lesen Sie die Früchte vom Boden auf. - Achten Sie beim Betreten der Obstwiese auf Bodenunebenheiten herumliegende Äste oder andere mögliche Gefahrenstellen. Die Stadt haftet nicht für eventuelle Schäden die durch den Verzehr der Früchte oder die Beerntung des Baumes entstehen. - Ernten Sie nur so viel wie Sie tatsächlich verbrauchen können. - Prüfen Sie ob das Obst noch gut ist. Lassen Sie sich von einer braunen Stelle nicht abschrecken. Diese können Sie einfach ausschneiden. Waschen Sie die Früchte vor dem Verzehr gründlich ab.,2023-08-29 09:07:00,https://mundraub.org/node/117793
MRN_mundraub_4326_Point.1028,POINT (8.645607233048 49.538208833479),14186,Brombeere,Unbekannt,69469,Weinheim,entlang Schienen die nicht mehr befahren werden,2014-08-09 12:06:00,https://mundraub.org/node/14186
MRN_mundraub_4326_Point.1029,POINT (8.593030571938 49.538765124399),22451,Walnuss,Unbekannt,68519,Viernheim,Ein Walnussbaum daneben gibt es noch zahlreiche Apfelbäume und Brombeeren,2015-10-18 11:03:00,https://mundraub.org/node/22451
MRN_mundraub_4326_Point.1030,POINT (8.593553602696 49.538867470138),22470,Brombeere,Unbekannt,68519,Viernheim,Unbekannt,2015-10-18 23:46:00,https://mundraub.org/node/22470
MRN_mundraub_4326_Point.1031,POINT (8.409497261047 49.538967132568),3029,Mirabelle,Unbekannt,67069,Ludwigshafen am Rhein,Mehrere Walnussbäume auf dem Damm.,2010-10-26 21:53:00,https://mundraub.org/node/3029
MRN_mundraub_4326_Point.1032,POINT (8.594090044498 49.539027602448),22469,Apfel,Unbekannt,68519,Viernheim,In der Umgebung gibt es auch noch Nüsse und Brombeeren.,2015-10-18 23:45:00,https://mundraub.org/node/22469
MRN_mundraub_4326_Point.1033,POINT (8.3391641 49.5403843),113578,Bärlauch,Unbekannt,Unbekannt,,Wo gibst bärlauch Nähe Rheinland-Pfalz?,2023-04-02 16:29:00,https://mundraub.org/node/113578
MRN_mundraub_4326_Point.1034,POINT (8.384360074997 49.541251298644),81894,Maulbeere,Amsterdamer Straße,67069,Ludwigshafen am Rhein,vom Ende der Amsterdamer Straße wo die glascontainer sind (dort drum herum) am feld bis zur kreuzung mörschweide. die Früchte liegen oft reif am boden und keinen interessiert es und machen nur den weg dreckig. die bäume werden nicht landwirtschaftlich genutzt.,2019-04-17 21:32:00,https://mundraub.org/node/81894
MRN_mundraub_4326_Point.1035,POINT (8.226903676987 49.541494966151),120521,Hagebutte,Hauptstraße,67229,Großkarlbach,Am Bahnhof von Großkarlbach ist ein kleiner Weg ins Feld rechts voraus auf 50 m sind sehr viele Büsche mit Hagebutten als Feldbegrenzung. Ernte sollte ohne Nachfrage möglich sein.,2023-11-17 16:52:00,https://mundraub.org/node/120521
MRN_mundraub_4326_Point.1036,POINT (8.439964950085 49.542986152184),21570,Walnuss,Unbekannt,68307,Mannheim,Auf dem Spielplatz befindet sich ein großer Walnuss Baum.Abends kein Zugang da das Tor abgeschloßen wird. #TrinkwasGutes,2015-09-20 15:13:00,https://mundraub.org/node/21570
MRN_mundraub_4326_Point.1037,POINT (8.641150407493 49.543305682243),111313,Rosmarin,Unbekannt,Unbekannt,,Rosmarinstrauch in Vordergarten am Wegesrand. Privatgrundstück aber Erlaubnis für Eigenbedarfsgrößen zu ernten.,2022-10-04 11:59:00,https://mundraub.org/node/111313
MRN_mundraub_4326_Point.1038,POINT (8.585874438286 49.543866831775),24942,Mirabelle,Unbekannt,68519,Viernheim,Unbekannt,2016-07-26 15:41:00,https://mundraub.org/node/24942
MRN_mundraub_4326_Point.1039,POINT (8.663148880005 49.54491445035),73954,Mirabelle,Rosenbrunnenstraße,69469,Weinheim,Überwachsene Sträucher entlang der Straßenbahnschienen,2017-08-18 20:12:00,https://mundraub.org/node/73954
MRN_mundraub_4326_Point.1040,POINT (8.663277626038 49.545241636191),73955,Pflaume,Friedrich-Vogler-Straße,69469,Weinheim,Überwachsene Sträucher entlang der Straßenbahnschienen,2017-08-18 20:13:00,https://mundraub.org/node/73955
MRN_mundraub_4326_Point.1041,POINT (8.272715471685 49.546465300518),103568,Kirsche,Unbekannt,Unbekannt,,Kirschen zum genießen,2022-06-26 13:04:00,https://mundraub.org/node/103568
MRN_mundraub_4326_Point.1042,POINT (8.372687101364 49.548212748811),28283,Walnuss,Unbekannt,67227,Frankenthal (Pfalz),Ein Feldrandweg zum Spazieren gehen auf dem einige Nussbäume stehen auch Apfelbäume und Quittenbäume kann man hier finden.,2016-11-28 05:26:00,https://mundraub.org/node/28283
MRN_mundraub_4326_Point.1043,POINT (8.618386030066 49.548435498838),88758,Brombeere,Unbekannt,Unbekannt,,Entlang des Weges wachsen jede Menge Brombeeren,2020-08-19 06:24:00,https://mundraub.org/node/88758
MRN_mundraub_4326_Point.1044,POINT (8.638429641724 49.548602560692),80071,Brombeere,Mannheimer Straße,69469,Weinheim,Brombeerhecke,2018-10-15 20:37:00,https://mundraub.org/node/80071
MRN_mundraub_4326_Point.1045,POINT (8.433727851776 49.549224007491),5327,Brombeere,Unbekannt,Unbekannt,,Richtig große Brombeerpflanze neben Acker.,2012-06-05 20:22:00,https://mundraub.org/node/5327
MRN_mundraub_4326_Point.1046,POINT (8.577508628368 49.550616655193),24944,Brombeere,Unbekannt,68519,Viernheim,Unbekannt,2016-07-26 15:44:00,https://mundraub.org/node/24944
MRN_mundraub_4326_Point.1047,POINT (8.431792259216 49.550635100821),16193,Holunder,Unbekannt,68307,Mannheim,Entlang den Feldern gibt es mehrere Holunderbäume!,2014-09-19 22:13:00,https://mundraub.org/node/16193
MRN_mundraub_4326_Point.1048,POINT (8.577921688557 49.550783709587),24943,Mirabelle,Unbekannt,68519,Viernheim,Unbekannt,2016-07-26 15:43:00,https://mundraub.org/node/24943
MRN_mundraub_4326_Point.1049,POINT (8.233303427696 49.552385662629),82070,Walnuss,Mühlstraße,67229,Laumersheim,mehrere Walnussbäume,2019-05-22 21:50:00,https://mundraub.org/node/82070
MRN_mundraub_4326_Point.1050,POINT (8.650693371892 49.553788760966),105038,Bärlauch,Unbekannt,Unbekannt,,Bärlauch muss nicht gekauft werden :),2022-08-03 09:09:00,https://mundraub.org/node/105038
MRN_mundraub_4326_Point.1051,POINT (8.64497423172 49.553878636947),80068,Apfel,Brunnweg,69469,Weinheim,Apfelbaum,2018-10-15 20:34:00,https://mundraub.org/node/80068
MRN_mundraub_4326_Point.1052,POINT (8.644990324974 49.554059600429),80069,Walnuss,Brunnweg,69469,Weinheim,Walnussbaum,2018-10-15 20:35:00,https://mundraub.org/node/80069
MRN_mundraub_4326_Point.1053,POINT (8.645392656326 49.554344964559),80070,Quitte,Brunnweg,69469,Weinheim,Quittenbaum,2018-10-15 20:36:00,https://mundraub.org/node/80070
MRN_mundraub_4326_Point.1054,POINT (8.442760817707 49.554998772736),91740,Schlehe,Unbekannt,Unbekannt,,direkt hinter dem Ikea stehen Mischbepflanzung Schlehen Weißdorn und Hagebutten. Alle tragen reichlich.,2020-11-15 22:39:00,https://mundraub.org/node/91740
MRN_mundraub_4326_Point.1055,POINT (8.619300842285 49.555901703337),5237,Andere Obstbäume,Unbekannt,69469,Weinheim,Speierling Mehrere junge Bäume mit einigem Abstand in gemischter Feldhecke,2012-05-23 00:24:00,https://mundraub.org/node/5237
MRN_mundraub_4326_Point.1056,POINT (8.14725923643 49.555930445055),85332,Walnuss,Wolfstal,67271,Grünstadt,Schöner Walnussbaum der prominent an der Gabelung steht.,2019-10-18 17:49:00,https://mundraub.org/node/85332
MRN_mundraub_4326_Point.1057,POINT (8.442745059729 49.555930532138),91741,Hagebutte,Unbekannt,Unbekannt,,direkt hinter dem Ikea stehen Mischbepflanzung Schlehen Weißdorn und Hagebutten. Alle tragen reichlich.,2020-11-15 22:42:00,https://mundraub.org/node/91741
MRN_mundraub_4326_Point.1058,POINT (8.726663589478 49.557399749756),4017,Brombeere,Unbekannt,69488,Birkenau,Am Reisacker im Birkenauer Wald. Vom Tretbeckenin Birkenau(Parkmöglichkeit)wanderung in Richtung Franzosenkreuz. Vom Franzosenkreuz ca100m weiter. Auf der linken Seite riesige wilde Brombeerhecken. Gute Kondition erforderlich(Wanderkleidung),2011-08-30 21:39:00,https://mundraub.org/node/4017
MRN_mundraub_4326_Point.1059,POINT (8.3275995 49.557549),94033,Haselnuss,Unbekannt,Unbekannt,,gemeine Hasel,2021-05-19 11:47:00,https://mundraub.org/node/94033
MRN_mundraub_4326_Point.1060,POINT (8.3275995 49.557549),94034,Haselnuss,Unbekannt,Unbekannt,,gemeine Hasel,2021-05-19 11:48:00,https://mundraub.org/node/94034
MRN_mundraub_4326_Point.1061,POINT (8.3275995 49.557549),94035,Haselnuss,Unbekannt,Unbekannt,,gemeine Hasel,2021-05-19 11:48:00,https://mundraub.org/node/94035
MRN_mundraub_4326_Point.1062,POINT (8.4425432235 49.558053676583),91742,Weißdorn,Unbekannt,Unbekannt,,direkt hinter dem Ikea stehen Mischbepflanzung Schlehen Weißdorn und Hagebutten. Alle tragen reichlich.,2020-11-15 22:43:00,https://mundraub.org/node/91742
MRN_mundraub_4326_Point.1063,POINT (8.30962 49.55819),20137,Apfel,Unbekannt,67259,Beindersheim,Apfelbaum,2015-08-17 19:09:00,https://mundraub.org/node/20137
MRN_mundraub_4326_Point.1064,POINT (8.30672 49.55827),20138,Hagebutte,Unbekannt,67259,Beindersheim,3 Hagebutten-Sträucher,2015-08-17 19:10:00,https://mundraub.org/node/20138
MRN_mundraub_4326_Point.1065,POINT (8.30547 49.55888),20139,Holunder,Unbekannt,67259,Beindersheim,4 Holunder-Sträucher,2015-08-17 19:11:00,https://mundraub.org/node/20139
MRN_mundraub_4326_Point.1066,POINT (8.638601303101 49.560323307696),117795,Walnuss,Brunnweg,69469,Weinheim,Gelbe-Band-Aktion Stadt Weinheim Walnuss und Obstbäume Brunnweg und Kiesgraben - Seien Sie achtsam gegenüber der Natur und respektieren das Eigentum anderer. Gehen Sie behutsam mit den Obstbäumen um. - Ernten Sie nur was – ohne Benutzung von Leitern o.ä. – in Reichweite hängt oder lesen Sie die Früchte vom Boden auf. - Achten Sie beim Betreten der Obstwiese auf Bodenunebenheiten herumliegende Äste oder andere mögliche Gefahrenstellen. Die Stadt haftet nicht für eventuelle Schäden die durch den Verzehr der Früchte oder die Beerntung des Baumes entstehen. - Ernten Sie nur so viel wie Sie tatsächlich verbrauchen können. - Prüfen Sie ob das Obst noch gut ist. Lassen Sie sich von einer braunen Stelle nicht abschrecken. Diese können Sie einfach ausschneiden. Waschen Sie die Früchte vor dem Verzehr gründlich ab.,2023-08-29 09:17:00,https://mundraub.org/node/117795
MRN_mundraub_4326_Point.1067,POINT (8.696660041809 49.56127166748),4028,Mirabelle,Unbekannt,69488,Birkenau,Mehrere Mirabellenbäume (kleine gelbe Sorte) stehen an der Weschnitz entlang in der Straße An der Tuchbleiche in 69488 Birkenau.Von der B38 (Hauptstraße)abbiegen in Richtung Grundschule Sonnenuhrenschule.Man fährt nun auf die Weschnitz zu. Wenn man rechts der Einbahnstraße folgt sieht man nach ca.100m links an der Weschnitz entlang die Bäume. Dieses Jahr sehr ertragreich,2011-09-02 21:47:00,https://mundraub.org/node/4028
MRN_mundraub_4326_Point.1068,POINT (8.685375005007 49.561589870843),86396,Bärlauch,Neuer Forstweg,69469,Weinheim,ein riesiges Bärlauchfeld mitten im Wald vom Weg aus  den kompletten Abhang hinunter,2020-04-16 11:52:00,https://mundraub.org/node/86396
MRN_mundraub_4326_Point.1069,POINT (8.705393791199 49.561931610107),4029,Mirabelle,Unbekannt,69488,Birkenau,In 69488 Birkenau im Schloßpark am Eingang bei der Remiese und den Pferdeställen links halten. ein großer Mirabellenbaum. Es kann auch vom Gehweg an der Hauptstraße geerntet werden,2011-09-05 19:47:00,https://mundraub.org/node/4029
MRN_mundraub_4326_Point.1070,POINT (8.615942001343 49.562244016965),117796,Apfel,Altau,69469,Weinheim,Gelbe-Band-Aktion Stadt Weinheim mehrere Obstbäume entlang des Grabens - Seien Sie achtsam gegenüber der Natur und respektieren das Eigentum anderer. Gehen Sie behutsam mit den Obstbäumen um. - Ernten Sie nur was – ohne Benutzung von Leitern o.ä. – in Reichweite hängt oder lesen Sie die Früchte vom Boden auf. - Achten Sie beim Betreten der Obstwiese auf Bodenunebenheiten herumliegende Äste oder andere mögliche Gefahrenstellen. Die Stadt haftet nicht für eventuelle Schäden die durch den Verzehr der Früchte oder die Beerntung des Baumes entstehen. - Ernten Sie nur so viel wie Sie tatsächlich verbrauchen können. - Prüfen Sie ob das Obst noch gut ist. Lassen Sie sich von einer braunen Stelle nicht abschrecken. Diese können Sie einfach ausschneiden. Waschen Sie die Früchte vor dem Verzehr gründlich ab.,2023-08-29 09:19:00,https://mundraub.org/node/117796
MRN_mundraub_4326_Point.1071,POINT (8.32481469959 49.56225489033),94471,Andere Obstbäume,Unbekannt,Unbekannt,,Ein kleines Pfirsichbäumchen am Straßenrand.,2021-06-15 22:34:00,https://mundraub.org/node/94471
MRN_mundraub_4326_Point.1072,POINT (8.803404606879 49.562901633754),115220,Brombeere,Unbekannt,Unbekannt,,Brombeehecke am alten Bahnhof in Kreidach.,2023-06-30 17:05:00,https://mundraub.org/node/115220
MRN_mundraub_4326_Point.1073,POINT (8.3279272 49.5634147),94054,Holunder,Unbekannt,Unbekannt,,Holunderblüten und busch linke Seite vom feld,2021-05-20 11:04:00,https://mundraub.org/node/94054
MRN_mundraub_4326_Point.1074,POINT (8.60710144043 49.564303824104),78591,Rosmarin,Am Wiesenweg,68519,Viernheim,Kräuterbeet,2018-08-31 10:49:00,https://mundraub.org/node/78591
MRN_mundraub_4326_Point.1075,POINT (8.260087966919 49.564916182442),20141,Walnuss,Unbekannt,67246,Dirmstein,Walnuss-Baum,2015-08-17 19:13:00,https://mundraub.org/node/20141
MRN_mundraub_4326_Point.1076,POINT (8.26022 49.56494),20140,Apfel,Unbekannt,67246,Dirmstein,Apfelbaum,2015-08-17 19:12:00,https://mundraub.org/node/20140
MRN_mundraub_4326_Point.1077,POINT (8.319148868322 49.565588115104),91234,Hagebutte,Unbekannt,Unbekannt,,hagebuttensträucher,2020-10-18 10:41:00,https://mundraub.org/node/91234
MRN_mundraub_4326_Point.1078,POINT (8.320641182363 49.565775558747),91233,Walnuss,Unbekannt,Unbekannt,,Wallnussbaum zwischen Straße und Feld,2020-10-18 10:40:00,https://mundraub.org/node/91233
MRN_mundraub_4326_Point.1079,POINT (8.6948835 49.5658598),121332,Andere Kräuter,Unbekannt,Unbekannt,,wilder Schnittlauch,2024-03-29 16:30:00,https://mundraub.org/node/121332
MRN_mundraub_4326_Point.1080,POINT (8.318979218602 49.566114347172),91232,Apfel,Unbekannt,Unbekannt,,Apfelbäume,2020-10-18 10:39:00,https://mundraub.org/node/91232
MRN_mundraub_4326_Point.1081,POINT (8.25267 49.56722),20142,Andere Obstbäume,Unbekannt,67246,Dirmstein,5 Pfirsich-Bäume,2015-08-17 19:14:00,https://mundraub.org/node/20142
MRN_mundraub_4326_Point.1082,POINT (8.709679603577 49.568576812744),4027,Holunder,Unbekannt,69488,Birkenau,Zwei große Büsche Holunder. Werden nacheinander reif. Am Parkplatz vor dem Schwimmbad in Birkenau.,2011-09-02 21:48:00,https://mundraub.org/node/4027
MRN_mundraub_4326_Point.1083,POINT (8.6263043 49.5699046),99524,Apfel,Unbekannt,Unbekannt,,Viele Apfel Bäume frei neben dem Feld,2021-09-12 16:04:00,https://mundraub.org/node/99524
MRN_mundraub_4326_Point.1084,POINT (8.658127784729 49.570321390346),101887,Apfel,Westtangente,69469,Weinheim,Neue Streuobstwiese wahrscheinlich gehört das der Stadt. Aber keiner erntet die Bäume gehen kaputt weil so viel Obst dranhängt. Eine Verschwendung. Also man sündigt wenn man die Äpfel dort verkommen lässt,2022-01-26 22:07:00,https://mundraub.org/node/101887
MRN_mundraub_4326_Point.1085,POINT (8.375573158264 49.571289820004),19073,Brombeere,Unbekannt,67240,Bobenheim-Roxheim,sehr viele Brombeeren-Sträucher,2015-07-19 11:58:00,https://mundraub.org/node/19073
MRN_mundraub_4326_Point.1086,POINT (8.33012547344 49.572744602671),91290,Walnuss,Unbekannt,Unbekannt,,2 Bäume neben dem feld,2020-10-20 15:24:00,https://mundraub.org/node/91290
MRN_mundraub_4326_Point.1087,POINT (8.3301714 49.5733458),91291,Walnuss,Unbekannt,Unbekannt,,andere Seite vom 'Bach',2020-10-20 15:30:00,https://mundraub.org/node/91291
MRN_mundraub_4326_Point.1088,POINT (8.645741008222 49.573467341084),95111,Mirabelle,Unbekannt,Unbekannt,,Mirabellenbaum zum Pflücken,2021-07-11 14:27:00,https://mundraub.org/node/95111
MRN_mundraub_4326_Point.1089,POINT (8.366603851318 49.574100635885),19072,Brombeere,Unbekannt,67240,Bobenheim-Roxheim,Brombeeren-Strauch,2015-07-19 11:56:00,https://mundraub.org/node/19072
MRN_mundraub_4326_Point.1090,POINT (8.3667 49.57418),19071,Apfel,Unbekannt,67240,Bobenheim-Roxheim,Apfelbaum,2015-07-19 11:54:00,https://mundraub.org/node/19071
MRN_mundraub_4326_Point.1091,POINT (8.685405515134 49.575202262839),93414,Bärlauch,Unbekannt,Unbekannt,,Ein bißchen Bärlauch um den kleinen Teich,2021-04-21 00:05:00,https://mundraub.org/node/93414
MRN_mundraub_4326_Point.1092,POINT (8.350416719914 49.575572727417),22674,Walnuss,Am Meldengarten,67240,Bobenheim-Roxheim,Die Bäume stehen neben der Brücke und können nur zu Fuß oder mit dem Fahrrad erreicht werden da die Straße ein Feldweg ist und für PKW gesperrt ist.,2015-10-28 12:13:00,https://mundraub.org/node/22674
MRN_mundraub_4326_Point.1093,POINT (8.372333049774 49.577829587318),19061,Brombeere,Unbekannt,67240,Bobenheim-Roxheim,große Brombeersträucher,2015-07-19 10:57:00,https://mundraub.org/node/19061
MRN_mundraub_4326_Point.1094,POINT (8.373212814331 49.578813955132),19060,Mirabelle,Unbekannt,67240,Bobenheim-Roxheim,Zwei Mirabellenbäume,2015-07-19 10:53:00,https://mundraub.org/node/19060
MRN_mundraub_4326_Point.1095,POINT (8.373384475708 49.57894265193),19059,Walnuss,Unbekannt,67240,Bobenheim-Roxheim,Zwei Walnussbäume,2015-07-19 10:53:00,https://mundraub.org/node/19059
MRN_mundraub_4326_Point.1096,POINT (8.373534679413 49.579033087315),19058,Hagebutte,Unbekannt,67240,Bobenheim-Roxheim,Hagebuttenstrauch,2015-07-19 10:48:00,https://mundraub.org/node/19058
MRN_mundraub_4326_Point.1097,POINT (8.374607563019 49.579680043254),19057,Schlehe,Unbekannt,67240,Bobenheim-Roxheim,Schlehen,2015-07-19 10:47:00,https://mundraub.org/node/19057
MRN_mundraub_4326_Point.1098,POINT (8.374907970429 49.579860911123),19056,Mirabelle,Unbekannt,67240,Bobenheim-Roxheim,Mirabellenbaum,2015-07-19 10:46:00,https://mundraub.org/node/19056
MRN_mundraub_4326_Point.1099,POINT (8.63089799881 49.579986126947),117797,Apfel,Unbekannt,69469,Weinheim,Gelbe-Band-Aktion Stadt Weinheim mehrere Obstbäume Bohäckersiedlung entlang Sulzbächle - Seien Sie achtsam gegenüber der Natur und respektieren das Eigentum anderer. Gehen Sie behutsam mit den Obstbäumen um. - Ernten Sie nur was – ohne Benutzung von Leitern o.ä. – in Reichweite hängt oder lesen Sie die Früchte vom Boden auf. - Achten Sie beim Betreten der Obstwiese auf Bodenunebenheiten herumliegende Äste oder andere mögliche Gefahrenstellen. Die Stadt haftet nicht für eventuelle Schäden die durch den Verzehr der Früchte oder die Beerntung des Baumes entstehen. - Ernten Sie nur so viel wie Sie tatsächlich verbrauchen können. - Prüfen Sie ob das Obst noch gut ist. Lassen Sie sich von einer braunen Stelle nicht abschrecken. Diese können Sie einfach ausschneiden. Waschen Sie die Früchte vor dem Verzehr gründlich ab.,2023-08-29 09:24:00,https://mundraub.org/node/117797
MRN_mundraub_4326_Point.1100,POINT (8.375251293182 49.580006996219),19055,Brombeere,Unbekannt,67240,Bobenheim-Roxheim,Brombeersträucher,2015-07-19 10:46:00,https://mundraub.org/node/19055
MRN_mundraub_4326_Point.1101,POINT (8.375385403633 49.58008351681),19054,Holunder,Unbekannt,67240,Bobenheim-Roxheim,Holunderstrauch,2015-07-19 10:45:00,https://mundraub.org/node/19054
MRN_mundraub_4326_Point.1102,POINT (8.37077 49.5805),19074,Kirsche,Unbekannt,67240,Bobenheim-Roxheim,Kirschbaum,2015-07-19 11:59:00,https://mundraub.org/node/19074
MRN_mundraub_4326_Point.1103,POINT (8.376399278641 49.580946104255),19047,Brombeere,Unbekannt,67240,Bobenheim-Roxheim,Brombeersträucher,2015-07-19 10:32:00,https://mundraub.org/node/19047
MRN_mundraub_4326_Point.1104,POINT (8.376410007477 49.581078273565),19046,Walnuss,Unbekannt,67240,Bobenheim-Roxheim,Walnussbaum,2015-07-19 10:31:00,https://mundraub.org/node/19046
MRN_mundraub_4326_Point.1105,POINT (8.376023769379 49.581446954484),19045,Brombeere,Unbekannt,67240,Bobenheim-Roxheim,große Brombeersträucher,2015-07-19 10:30:00,https://mundraub.org/node/19045
